,risk,request_code
0,44.0,1.0
1,1.0,3.0
2,3.2222222222222223,4.0
3,71.33333333333333,16.0
4,1.0,27.0
5,1.0,30.0
6,2.6666666666666665,34.0
7,1.0,35.0
8,1.0,45.0
