,risk,request_code
0,9.88888888888889,0.0
1,44.0,1.0
2,1.0,2.0
3,10.22222222222222,7.0
4,1.4444444444444444,9.0
5,1.0,19.0
6,1.0,24.0
7,1.0,26.0
8,1.0,33.0
9,2.6666666666666665,34.0
10,2.6666666666666665,38.0
11,1.0,39.0
12,1.0,43.0
