,risk,request_code
0,5.111111111111111,7.0
1,2.0,11.0
2,1.0,15.0
3,88.33333333333333,16.0
4,1.0,19.0
5,1.0,27.0
6,2.6666666666666665,34.0
7,1.0,35.0
8,1.0,36.0
9,1.0,40.0
10,2.0,41.0
