,auth,data_item_size,err,implementation,mbz,mode,more,nb_items,request_code,response,seq,version,data
0,['-1'],['0.0'],['0.0'],['3.0'],['0.0'],['7.0'],['0.0'],['-1'],['16.0'],['0.0'],['0.0'],['4.0'],['dummy']
