amp_fac,server_id,auth,data_item_size,err,implementation,mbz,mode,more,nb_items,request_code,response,seq,version,data
1.0,IP_8080,1,0,0,3,0,7,0,472,33,0,0,3,dummy
22.0,IP_8080,0,0,0,3,0,7,0,2552,1,0,0,3,dummy
22.0,IP_8080,1,0,0,3,0,7,0,440,1,0,0,3,dummy
22.0,IP_8080,0,0,0,3,0,7,0,2749,1,0,0,3,dummy
22.0,IP_8080,0,0,0,3,0,7,0,2556,1,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,2046,7,0,0,3,dummy
5.111111111111111,IP_8080,0,0,0,3,0,7,0,731,7,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,2,0,7,0,378,7,0,0,2,dummy
5.111111111111111,IP_8080,0,0,0,2,0,7,0,734,7,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,472,7,0,0,3,dummy
5.111111111111111,IP_8080,0,0,0,3,0,7,0,605,7,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,1356,7,0,0,3,dummy
22.0,IP_8080,0,0,0,3,0,7,0,1020,1,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,2781,7,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,2143,7,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,468,7,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,2428,7,0,0,3,dummy
5.111111111111111,IP_8080,0,0,0,3,0,7,0,332,7,0,0,4,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,508,7,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,488,7,0,0,3,dummy
22.0,IP_8080,0,0,0,3,0,7,0,442,1,0,0,3,dummy
22.0,IP_8080,1,0,0,3,0,7,0,848,1,0,0,2,dummy
22.0,IP_8080,0,0,0,3,0,7,0,412,1,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,2044,7,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,2911,7,0,0,3,dummy
22.0,IP_8080,1,0,0,3,0,7,0,93,1,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,340,7,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,492,7,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,3420,7,0,0,3,dummy
22.0,IP_8080,0,0,0,3,0,7,0,412,1,0,0,3,dummy
22.0,IP_8080,0,0,0,3,0,7,0,332,1,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,2779,7,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,1500,7,0,0,3,dummy
1.0,IP_8080,0,0,0,3,0,7,0,282,33,0,0,4,dummy
22.0,IP_8080,1,0,0,3,0,7,0,348,1,0,0,3,dummy
22.0,IP_8080,1,0,0,3,0,7,0,376,1,0,0,4,dummy
22.0,IP_8080,0,0,0,3,0,7,0,429,1,0,0,3,dummy
22.0,IP_8080,1,0,0,3,0,7,0,3548,1,0,0,3,dummy
22.0,IP_8080,0,0,0,3,0,7,0,956,1,0,0,3,dummy
22.0,IP_8080,1,0,0,3,0,7,0,3548,1,0,0,3,dummy
22.0,IP_8080,0,0,0,3,0,7,0,312,1,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,1373,7,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,122,7,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,2,0,7,0,378,7,0,0,2,dummy
5.111111111111111,IP_8080,1,0,0,2,0,7,0,378,7,0,0,3,dummy
22.0,IP_8080,0,0,0,3,0,7,0,762,1,0,0,3,dummy
22.0,IP_8080,1,0,0,3,0,7,0,91,1,0,0,3,dummy
5.111111111111111,IP_8080,0,0,0,2,0,7,0,762,7,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,2424,7,0,0,4,dummy
22.0,IP_8080,1,0,0,3,0,7,0,3292,1,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,504,7,0,0,3,dummy
9.88888888888889,IP_8080,1,0,0,2,0,7,0,376,1,0,0,2,dummy
5.111111111111111,IP_8080,0,0,0,3,0,7,0,232,7,0,0,3,dummy
9.88888888888889,IP_8080,0,0,0,2,0,7,0,314,1,0,0,2,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,1245,7,0,0,3,dummy
5.111111111111111,IP_8080,0,0,0,3,0,7,0,300,7,0,0,3,dummy
1.0,IP_8080,1,0,0,2,0,7,0,444,33,0,0,3,dummy
22.0,IP_8080,0,0,0,3,0,7,0,1276,1,0,0,3,dummy
5.111111111111111,IP_8080,0,0,0,2,0,7,0,205,7,0,0,3,dummy
5.111111111111111,IP_8080,0,0,0,3,0,7,0,380,7,0,0,4,dummy
5.111111111111111,IP_8080,0,0,0,2,0,7,0,766,7,0,0,3,dummy
22.0,IP_8080,0,0,0,3,0,7,0,348,1,0,0,3,dummy
22.0,IP_8080,1,0,0,3,0,7,0,376,1,0,0,4,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,358,7,0,0,3,dummy
22.0,IP_8080,1,0,0,3,0,7,0,1244,1,0,0,2,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,730,7,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,440,7,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,2,0,7,0,2810,7,0,0,2,dummy
5.111111111111111,IP_8080,0,0,0,2,0,7,0,93,7,0,0,3,dummy
22.0,IP_8080,1,0,0,3,0,7,0,476,1,0,0,3,dummy
22.0,IP_8080,0,0,0,3,0,7,0,2524,1,0,0,4,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,1532,7,0,0,4,dummy
22.0,IP_8080,0,0,0,3,0,7,0,1009,1,0,0,3,dummy
22.0,IP_8080,1,0,0,3,0,7,0,504,1,0,0,4,dummy
22.0,IP_8080,0,0,0,3,0,7,0,272,1,0,0,3,dummy
5.111111111111111,IP_8080,0,0,0,3,0,7,0,348,7,0,0,4,dummy
5.111111111111111,IP_8080,1,0,0,2,0,7,0,88,7,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,1117,7,0,0,3,dummy
22.0,IP_8080,0,0,0,3,0,7,0,1008,1,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,1788,7,0,0,4,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,506,7,0,0,3,dummy
22.0,IP_8080,0,0,0,3,0,7,0,2812,1,0,0,2,dummy
22.0,IP_8080,0,0,0,3,0,7,0,756,1,0,0,4,dummy
22.0,IP_8080,1,0,0,3,0,7,0,380,1,0,0,3,dummy
22.0,IP_8080,0,0,0,3,0,7,0,1117,1,0,0,3,dummy
22.0,IP_8080,0,0,0,3,0,7,0,252,1,0,0,2,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,478,7,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,3034,7,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,732,7,0,0,3,dummy
5.111111111111111,IP_8080,0,0,0,3,0,7,0,1261,7,0,0,3,dummy
22.0,IP_8080,0,0,0,3,0,7,0,2380,1,0,0,3,dummy
9.88888888888889,IP_8080,1,0,0,2,0,7,0,380,1,0,0,4,dummy
22.0,IP_8080,1,0,0,3,0,7,0,956,1,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,3162,7,0,0,3,dummy
5.111111111111111,IP_8080,0,0,0,3,0,7,0,731,7,0,0,3,dummy
22.0,IP_8080,0,0,0,3,0,7,0,482,1,0,0,2,dummy
22.0,IP_8080,0,0,0,3,0,7,0,2559,1,0,0,3,dummy
22.0,IP_8080,1,0,0,3,0,7,0,2524,1,0,0,2,dummy
5.111111111111111,IP_8080,1,0,0,2,0,7,0,1500,7,0,0,3,dummy
9.88888888888889,IP_8080,1,0,0,2,0,7,0,1145,1,0,0,3,dummy
22.0,IP_8080,1,0,0,3,0,7,0,2264,1,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,508,7,0,0,3,dummy
22.0,IP_8080,0,0,0,3,0,7,0,1242,1,0,0,3,dummy
22.0,IP_8080,0,0,0,3,0,7,0,756,1,0,0,4,dummy
22.0,IP_8080,1,0,0,3,0,7,0,2296,1,0,0,3,dummy
22.0,IP_8080,0,0,0,3,0,7,0,2972,1,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,1396,7,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,3289,7,0,0,3,dummy
5.111111111111111,IP_8080,0,0,0,2,0,7,0,730,7,0,0,3,dummy
22.0,IP_8080,1,0,0,3,0,7,0,1468,1,0,0,2,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,344,7,0,0,2,dummy
1.0,IP_8080,1,0,0,3,0,7,0,858,33,0,0,2,dummy
22.0,IP_8080,1,0,0,3,0,7,0,472,1,0,0,2,dummy
22.0,IP_8080,0,0,0,3,0,7,0,2301,1,0,0,2,dummy
9.88888888888889,IP_8080,1,0,0,2,0,7,0,2426,1,0,0,2,dummy
5.111111111111111,IP_8080,0,0,0,3,0,7,0,986,7,0,0,3,dummy
22.0,IP_8080,0,0,0,3,0,7,0,471,1,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,764,7,0,0,4,dummy
22.0,IP_8080,1,0,0,3,0,7,0,348,1,0,0,3,dummy
22.0,IP_8080,1,0,0,3,0,7,0,506,1,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,2,0,7,0,340,7,0,0,4,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,380,7,0,0,4,dummy
22.0,IP_8080,1,0,0,3,0,7,0,1116,1,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,2527,7,0,0,3,dummy
22.0,IP_8080,1,0,0,3,0,7,0,1261,1,0,0,2,dummy
22.0,IP_8080,1,0,0,3,0,7,0,472,1,0,0,3,dummy
22.0,IP_8080,0,0,0,3,0,7,0,2776,1,0,0,3,dummy
5.111111111111111,IP_8080,0,0,0,2,0,7,0,367,7,0,0,2,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,952,7,0,0,3,dummy
5.111111111111111,IP_8080,0,0,0,3,0,7,0,333,7,0,0,4,dummy
9.88888888888889,IP_8080,0,0,0,2,0,7,0,212,1,0,0,2,dummy
22.0,IP_8080,1,0,0,3,0,7,0,921,1,0,0,4,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,492,7,0,0,3,dummy
9.88888888888889,IP_8080,0,0,0,2,0,7,0,712,1,0,0,3,dummy
22.0,IP_8080,1,0,0,3,0,7,0,221,1,0,0,3,dummy
22.0,IP_8080,1,0,0,3,0,7,0,2296,1,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,2,0,7,0,221,7,0,0,4,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,332,7,0,0,4,dummy
22.0,IP_8080,0,0,0,3,0,7,0,221,1,0,0,3,dummy
22.0,IP_8080,1,0,0,3,0,7,0,1372,1,0,0,3,dummy
9.88888888888889,IP_8080,1,0,0,2,0,7,0,93,1,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,2,0,7,0,764,7,0,0,3,dummy
22.0,IP_8080,1,0,0,3,0,7,0,1496,1,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,2,0,7,0,952,7,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,1496,7,0,0,3,dummy
5.111111111111111,IP_8080,0,0,0,3,0,7,0,722,7,0,0,3,dummy
22.0,IP_8080,0,0,0,3,0,7,0,476,1,0,0,3,dummy
9.88888888888889,IP_8080,1,0,0,2,0,7,0,376,1,0,0,2,dummy
22.0,IP_8080,0,0,0,3,0,7,0,367,1,0,0,3,dummy
22.0,IP_8080,1,0,0,3,0,7,0,3320,1,0,0,2,dummy
22.0,IP_8080,1,0,0,3,0,7,0,1020,1,0,0,4,dummy
22.0,IP_8080,0,0,0,3,0,7,0,2700,1,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,2296,7,0,0,3,dummy
5.111111111111111,IP_8080,0,0,0,3,0,7,0,364,7,0,0,4,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,506,7,0,0,4,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,2557,7,0,0,3,dummy
5.111111111111111,IP_8080,0,0,0,3,0,7,0,1000,7,0,0,3,dummy
1.0,IP_8080,1,0,0,2,0,7,0,1016,33,0,0,2,dummy
22.0,IP_8080,0,0,0,3,0,7,0,2316,1,0,0,3,dummy
22.0,IP_8080,0,0,0,3,0,7,0,476,1,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,3165,7,0,0,3,dummy
22.0,IP_8080,1,0,0,3,0,7,0,984,1,0,0,3,dummy
22.0,IP_8080,1,0,0,3,0,7,0,2772,1,0,0,4,dummy
9.88888888888889,IP_8080,1,0,0,2,0,7,0,378,1,0,0,2,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,2376,7,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,476,7,0,0,3,dummy
9.88888888888889,IP_8080,1,0,0,2,0,7,0,373,1,0,0,2,dummy
22.0,IP_8080,0,0,0,3,0,7,0,2268,1,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,472,7,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,223,7,0,0,3,dummy
