amp_fac,server_id,auth,data_item_size,err,implementation,mbz,mode,more,nb_items,request_code,response,seq,version,data
22.0,IP_8080,1,0,0,3,0,7,0,2089,1,0,0,4,dummy
22.0,IP_8080,0,0,0,3,0,7,0,173,1,0,0,3,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,825,16,0,0,3,dummy
5.111111111111111,IP_8080,0,0,0,3,0,7,0,633,7,0,0,4,dummy
5.888888888888889,IP_8080,1,0,0,2,0,7,0,881,16,0,0,3,dummy
26.88888888888889,IP_8080,0,0,0,3,0,7,0,1001,16,0,0,3,dummy
22.0,IP_8080,0,0,0,3,0,7,0,2158,1,0,0,4,dummy
5.111111111111111,IP_8080,0,0,0,3,0,7,0,101,7,0,0,4,dummy
5.111111111111111,IP_8080,0,0,0,2,0,7,0,426,7,0,0,4,dummy
5.111111111111111,IP_8080,0,0,0,2,0,7,0,1257,7,0,0,4,dummy
22.0,IP_8080,0,0,0,3,0,7,0,1784,1,0,0,3,dummy
22.0,IP_8080,0,0,0,3,0,7,0,121,1,0,0,2,dummy
26.88888888888889,IP_8080,0,0,0,3,0,7,0,2685,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,429,16,0,0,4,dummy
22.0,IP_8080,1,0,0,3,0,7,0,3352,1,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,2224,7,0,0,4,dummy
5.888888888888889,IP_8080,1,0,0,2,0,7,0,2613,16,0,0,4,dummy
26.88888888888889,IP_8080,0,0,0,3,0,7,0,2149,16,0,0,4,dummy
22.0,IP_8080,0,0,0,3,0,7,0,2640,1,0,0,4,dummy
5.111111111111111,IP_8080,0,0,0,2,0,7,0,120,7,0,0,2,dummy
22.0,IP_8080,1,0,0,3,0,7,0,317,1,0,0,2,dummy
26.88888888888889,IP_8080,0,0,0,3,0,7,0,2328,16,0,0,3,dummy
5.111111111111111,IP_8080,0,0,0,3,0,7,0,3180,7,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,805,16,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,1400,7,0,0,3,dummy
5.888888888888889,IP_8080,1,0,0,2,0,7,0,2873,16,0,0,4,dummy
5.111111111111111,IP_8080,0,0,0,3,0,7,0,3765,7,0,0,4,dummy
5.888888888888889,IP_8080,1,0,0,2,0,7,0,821,16,0,0,4,dummy
5.111111111111111,IP_8080,1,0,0,2,0,7,0,1740,7,0,0,4,dummy
5.888888888888889,IP_8080,1,0,0,2,0,7,0,939,16,0,0,4,dummy
26.88888888888889,IP_8080,0,0,0,3,0,7,0,4077,16,0,0,3,dummy
22.0,IP_8080,1,0,0,3,0,7,0,378,1,0,0,3,dummy
5.111111111111111,IP_8080,0,0,0,3,0,7,0,1529,7,0,0,4,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,306,7,0,0,3,dummy
5.111111111111111,IP_8080,0,0,0,2,0,7,0,3571,7,0,0,4,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,133,7,0,0,4,dummy
5.111111111111111,IP_8080,0,0,0,3,0,7,0,149,7,0,0,4,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,305,7,0,0,3,dummy
22.0,IP_8080,0,0,0,3,0,7,0,1197,1,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,953,7,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,955,7,0,0,4,dummy
9.88888888888889,IP_8080,0,0,0,2,0,7,0,187,1,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,827,16,0,0,4,dummy
22.0,IP_8080,1,0,0,3,0,7,0,2106,1,0,0,4,dummy
22.0,IP_8080,1,0,0,3,0,7,0,445,1,0,0,4,dummy
5.111111111111111,IP_8080,0,0,0,3,0,7,0,681,7,0,0,3,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,1853,16,0,0,4,dummy
26.88888888888889,IP_8080,0,0,0,3,0,7,0,549,16,0,0,4,dummy
5.888888888888889,IP_8080,1,0,0,2,0,7,0,2857,16,0,0,4,dummy
22.0,IP_8080,1,0,0,3,0,7,0,446,1,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,61,16,0,0,2,dummy
22.0,IP_8080,1,0,0,3,0,7,0,269,1,0,0,3,dummy
5.111111111111111,IP_8080,0,0,0,3,0,7,0,685,7,0,0,3,dummy
9.88888888888889,IP_8080,1,0,0,2,0,7,0,319,1,0,0,4,dummy
26.88888888888889,IP_8080,0,0,0,3,0,7,0,3689,16,0,0,2,dummy
5.888888888888889,IP_8080,1,0,0,2,0,7,0,3513,16,0,0,4,dummy
9.88888888888889,IP_8080,1,0,0,2,0,7,0,1081,1,0,0,3,dummy
22.0,IP_8080,1,0,0,3,0,7,0,2490,1,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,3897,16,0,0,4,dummy
26.88888888888889,IP_8080,0,0,0,3,0,7,0,2921,16,0,0,3,dummy
22.0,IP_8080,0,0,0,3,0,7,0,2328,1,0,0,4,dummy
5.111111111111111,IP_8080,0,0,0,2,0,7,0,122,7,0,0,3,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,61,16,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,433,7,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,1333,16,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,2,0,7,0,313,7,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,277,16,0,0,3,dummy
5.111111111111111,IP_8080,1,0,0,2,0,7,0,1205,7,0,0,4,dummy
5.111111111111111,IP_8080,1,0,0,2,0,7,0,1513,7,0,0,4,dummy
5.111111111111111,IP_8080,0,0,0,3,0,7,0,1511,7,0,0,4,dummy
5.888888888888889,IP_8080,1,0,0,2,0,7,0,3450,16,0,0,3,dummy
5.888888888888889,IP_8080,0,0,0,2,0,7,0,3124,16,0,0,4,dummy
22.0,IP_8080,1,0,0,3,0,7,0,285,1,0,0,4,dummy
5.111111111111111,IP_8080,0,0,0,3,0,7,0,181,7,0,0,4,dummy
5.111111111111111,IP_8080,0,0,0,3,0,7,0,2220,7,0,0,4,dummy
26.88888888888889,IP_8080,0,0,0,3,0,7,0,1535,16,0,0,4,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,824,7,0,0,3,dummy
26.88888888888889,IP_8080,0,0,0,3,0,7,0,37,16,0,0,4,dummy
5.111111111111111,IP_8080,0,0,0,2,0,7,0,3105,7,0,0,4,dummy
9.88888888888889,IP_8080,1,0,0,2,0,7,0,157,1,0,0,3,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,37,16,0,0,3,dummy
26.88888888888889,IP_8080,0,0,0,3,0,7,0,2153,16,0,0,4,dummy
5.888888888888889,IP_8080,1,0,0,2,0,7,0,3449,16,0,0,3,dummy
44.0,IP_8080,1,0,0,3,0,7,0,3193,1,0,0,2,dummy
44.0,IP_8080,1,0,0,3,0,7,0,54,1,0,0,4,dummy
53.77777777777778,IP_8080,1,0,0,3,0,7,0,101,16,0,0,4,dummy
11.777777777777779,IP_8080,1,0,0,2,0,7,0,2857,16,0,0,4,dummy
5.111111111111111,IP_8080,0,0,0,3,0,7,0,3889,7,0,0,4,dummy
5.111111111111111,IP_8080,0,0,0,3,0,7,0,934,7,0,0,4,dummy
10.222222222222221,IP_8080,1,0,0,2,0,7,0,3953,7,0,0,4,dummy
5.111111111111111,IP_8080,1,0,0,3,0,7,0,1905,7,0,0,4,dummy
9.88888888888889,IP_8080,1,0,0,2,0,7,0,1340,1,0,0,3,dummy
53.77777777777778,IP_8080,0,0,0,3,0,7,0,1407,16,0,0,4,dummy
5.111111111111111,IP_8080,0,0,0,3,0,7,0,3297,7,0,0,4,dummy
22.0,IP_8080,0,0,0,3,0,7,0,397,1,0,0,4,dummy
