amp_fac,server_id,auth,data_item_size,err,implementation,mbz,mode,more,nb_items,request_code,response,seq,version,data
29.0,IP_8080,1,0,0,3,0,7,0,2521,1,0,0,2,dummy
32.55555555555556,IP_8080,0,0,0,3,0,7,0,2575,16,0,0,3,dummy
32.55555555555556,IP_8080,0,0,0,3,0,7,0,43,16,0,0,3,dummy
32.55555555555556,IP_8080,1,0,0,3,0,7,0,1561,16,0,0,3,dummy
32.55555555555556,IP_8080,1,0,0,3,0,7,0,1221,16,0,0,4,dummy
32.55555555555556,IP_8080,1,0,0,3,0,7,0,1006,16,0,0,4,dummy
32.55555555555556,IP_8080,1,0,0,3,0,7,0,3296,16,0,0,4,dummy
32.55555555555556,IP_8080,1,0,0,3,0,7,0,2806,16,0,0,3,dummy
29.0,IP_8080,0,0,0,3,0,7,0,1071,1,0,0,3,dummy
29.0,IP_8080,0,0,0,3,0,7,0,1000,1,0,0,2,dummy
32.55555555555556,IP_8080,1,0,0,3,0,7,0,2033,16,0,0,2,dummy
32.55555555555556,IP_8080,0,0,0,3,0,7,0,1185,16,0,0,2,dummy
29.0,IP_8080,0,0,0,3,0,7,0,1089,1,0,0,3,dummy
29.0,IP_8080,0,0,0,3,0,7,0,1187,1,0,0,4,dummy
29.0,IP_8080,1,0,0,3,0,7,0,3654,1,0,0,3,dummy
32.55555555555556,IP_8080,0,0,0,3,0,7,0,3048,16,0,0,4,dummy
29.0,IP_8080,0,0,0,3,0,7,0,344,1,0,0,2,dummy
32.55555555555556,IP_8080,0,0,0,3,0,7,0,71,16,0,0,4,dummy
32.55555555555556,IP_8080,0,0,0,3,0,7,0,3817,16,0,0,3,dummy
29.0,IP_8080,0,0,0,3,0,7,0,2969,1,0,0,2,dummy
32.55555555555556,IP_8080,0,0,0,3,0,7,0,473,16,0,0,3,dummy
32.55555555555556,IP_8080,1,0,0,3,0,7,0,725,16,0,0,4,dummy
29.0,IP_8080,0,0,0,3,0,7,0,1213,1,0,0,3,dummy
29.0,IP_8080,1,0,0,3,0,7,0,86,1,0,0,3,dummy
29.0,IP_8080,1,0,0,3,0,7,0,1783,1,0,0,4,dummy
29.0,IP_8080,0,0,0,3,0,7,0,58,1,0,0,3,dummy
29.0,IP_8080,0,0,0,3,0,7,0,3597,1,0,0,2,dummy
29.0,IP_8080,1,0,0,3,0,7,0,1493,1,0,0,2,dummy
29.0,IP_8080,1,0,0,3,0,7,0,3763,1,0,0,4,dummy
32.55555555555556,IP_8080,0,0,0,3,0,7,0,1125,16,0,0,2,dummy
29.0,IP_8080,0,0,0,3,0,7,0,3036,1,0,0,2,dummy
32.55555555555556,IP_8080,1,0,0,3,0,7,0,1979,16,0,0,4,dummy
32.55555555555556,IP_8080,0,0,0,3,0,7,0,1777,16,0,0,3,dummy
29.0,IP_8080,0,0,0,3,0,7,0,1704,1,0,0,3,dummy
29.0,IP_8080,1,0,0,3,0,7,0,3223,1,0,0,3,dummy
32.55555555555556,IP_8080,1,0,0,3,0,7,0,1243,16,0,0,3,dummy
29.0,IP_8080,0,0,0,3,0,7,0,753,1,0,0,3,dummy
32.55555555555556,IP_8080,0,0,0,3,0,7,0,2729,16,0,0,2,dummy
32.55555555555556,IP_8080,0,0,0,3,0,7,0,397,16,0,0,3,dummy
32.55555555555556,IP_8080,1,0,0,3,0,7,0,1221,16,0,0,4,dummy
