,risk,request_code
0,10.77777777777778,0.0
1,53.44444444444444,1.0
2,5.111111111111111,7.0
3,1.0,10.0
4,58.888888888888886,16.0
5,1.0,23.0
6,1.0,31.0
7,1.0,35.0
